MODEL_BRAND,Key_mat_1,Plant_1,Mat_1,Key_mat_2,Plant_2,Mat_2
OS-VN-100.00S_SOG,7811_78066868195901,7811,78066868195901,7812_78066880100532,7812,78066880100532
TSN 517 L_SKF,7811_78067387513997,7811,78067387513997,7812_78067320517573,7812,78067320517573
TSN 517 L_SKF,7811_78067387513997,7811,78067387513997,PO11_PO06138000117,PO11,PO06138000117
TSN 517 L_SKF,7812_78067320517573,7812,78067320517573,PO11_PO06138000117,PO11,PO06138000117
N 305 ECP_SKF,7812_78060611005561,7812,78060611005561,7813_78060613507142,7813,78060613507142
N 305 ECP_SKF,7812_78060611005561,7812,78060611005561,7560_75060609305243,7560,75060609305243
N 305 ECP_SKF,7812_78060611005561,7812,78060611005561,PO11_PO06131331513,PO11,PO06131331513
N 305 ECP_SKF,7813_78060613507142,7813,78060613507142,7560_75060609305243,7560,75060609305243
N 305 ECP_SKF,7813_78060613507142,7813,78060613507142,PO11_PO06131331513,PO11,PO06131331513
N 305 ECP_SKF,7560_75060609305243,7560,75060609305243,PO11_PO06131331513,PO11,PO06131331513
NJ 311 ECP_SKF,7812_78060610611532,7812,78060610611532,7813_78060614002247,7813,78060614002247
NJ 306 ECP_SKF,7812_78060610606561,7812,78060610606561,7813_78060614020256,7813,78060614020256
NU 308 ECJ_SKF,7812_78060612308554,7812,78060612308554,7813_78060614038000,7813,78060614038000
6020_SKF,7812_78060620220561,7812,78060620220561,7813_78060617525257,7813,78060617525257
6020_SKF,7812_78060620220561,7812,78060620220561,PO21_PO06131330909,PO21,PO06131330909
6020_SKF,7813_78060617525257,7813,78060617525257,PO21_PO06131330909,PO21,PO06131330909
6319_SKF,7812_78060624119582,7812,78060624119582,7813_78060621639243,7813,78060621639243
UCFL205D1_NTN,7812_78060654925591,7812,78060654925591,7813_78060655460000,7813,78060655460000
SNL 512-610_SKF,7811_78060701510000,7811,78060701510000,7813_78060657230241,7813,78060657230241
22217 EK_SKF,7812_78060672117583,7812,78060672117583,7813_78060668057252,7813,78060668057252
22217 EK_SKF,7812_78060672117583,7812,78060672117583,PO21_PO06131335016,PO21,PO06131335016
22217 EK_SKF,7813_78060668057252,7813,78060668057252,PO21_PO06131335016,PO21,PO06131335016
22309 E_SKF,7812_78060670209561,7812,78060670209561,7813_78060670409000,7813,78060670409000
22309 E_SKF,7812_78060670209561,7812,78060670209561,PO11_PO06131335038,PO11,PO06131335038
22309 E_SKF,7813_78060670409000,7813,78060670409000,PO11_PO06131335038,PO11,PO06131335038
23034 CCK/W33_SKF,7812_78060672334561,7812,78060672334561,7813_78060671310000,7813,78060671310000
23220 CCK/W33_SKF,7812_78060672520574,7812,78060672520574,7813_78060672430000,7813,78060672430000
29418 E_SKF,7812_78060675418582,7812,78060675418582,7813_78060672450243,7813,78060672450243
30214 J2/Q_SKF,7812_78060677214553,7812,78060677214553,7813_78060675806142,7813,78060675806142
32311_SKF,7812_78060678111591,7812,78060678111591,7813_78060676270257,7813,78060676270257
32222_SKF,7812_78060678022591,7812,78060678022591,7813_78060676312247,7813,78060676312247
2.18 G25-A00-0-M (R928022876)_HENGST,7811_78063642018931,7811,78063642018931,7813_78061581310259,7813,78061581310259
OR-VI-059.20-05.70V7_GAPI,7812_78066840059572,7812,78066840059572,7813_78066841010258,7813,78066841010258
OS-VN-150.00S_SOG,7811_78067307174992,7811,78067307174992,7813_78066890206257,7813,78066890206257
OS-VI-1631_SOG,7812_78067340060574,7812,78067340060574,7813_78067338015142,7813,78067338015142
OS-NB-5927_SOG,7811_78067339090000,7811,78067339090000,7813_78067338020247,7813,78067338020247
TSN 515 L_SKF,7811_78067302580984,7811,78067302580984,PO11_PO06138000116,PO11,PO06138000116
TSN 515 L_SKF,7811_78067302580984,7811,78067302580984,PO21_PO06138001116,PO21,PO06138001116
TSN 515 L_SKF,7811_78067302580984,7811,78067302580984,7580_75067310515741,7580,75067310515741
TSN 515 L_SKF,PO11_PO06138000116,PO11,PO06138000116,PO21_PO06138001116,PO21,PO06138001116
TSN 515 L_SKF,PO11_PO06138000116,PO11,PO06138000116,7580_75067310515741,7580,75067310515741
TSN 515 L_SKF,PO21_PO06138001116,PO21,PO06138001116,7580_75067310515741,7580,75067310515741
AOH 24144_SKF,7812_78067715144591,7812,78067715144591,7813_78067580530000,7813,78067580530000
AOH 24144_SKF,7812_78067715144591,7812,78067715144591,PO11_PO06130301045,PO11,PO06130301045
AOH 24144_SKF,7813_78067580530000,7813,78067580530000,PO11_PO06130301045,PO11,PO06130301045
H 2313_SKF,7813_78067580360000,7813,78067580360000,PO11_PO06130300512,PO11,PO06130300512
H 2313_SKF,7813_78067580360000,7813,78067580360000,7580_75067610213721,7580,75067610213721
H 2313_SKF,PO11_PO06130300512,PO11,PO06130300512,7580_75067610213721,7580,75067610213721
H 311_SKF,7813_78067580311000,7813,78067580311000,PO11_PO06130300534,PO11,PO06130300534
H 311_SKF,7813_78067580311000,7813,78067580311000,7580_75067610111722,7580,75067610111722
H 311_SKF,PO11_PO06130300534,PO11,PO06130300534,7580_75067610111722,7580,75067610111722
H 313_SKF,7560_75067610213999,7560,75067610213999,PO11_PO06130300535,PO11,PO06130300535
H 313_SKF,7560_75067610213999,7560,75067610213999,7511_75067602228000,7511,75067602228000
H 313_SKF,PO11_PO06130300535,PO11,PO06130300535,7511_75067602228000,7511,75067602228000
H 315_SKF,7813_78067580315000,7813,78067580315000,PO11_PO06130300537,PO11,PO06130300537
H 315_SKF,7813_78067580315000,7813,78067580315000,7580_75067610115741,7580,75067610115741
H 315_SKF,PO11_PO06130300537,PO11,PO06130300537,7580_75067610115741,7580,75067610115741
H 318_SKF,7560_75067602518224,7560,75067602518224,PO11_PO06130300540,PO11,PO06130300540
H 318_SKF,7560_75067602518224,7560,75067602518224,7511_75067602319000,7511,75067602319000
H 318_SKF,PO11_PO06130300540,PO11,PO06130300540,7511_75067602319000,7511,75067602319000
H 3130_SKF,7812_78067602630561,7812,78067602630561,PO11_PO06130300566,PO11,PO06130300566
H 3130_SKF,7812_78067602630561,7812,78067602630561,7511_75067602256000,7511,75067602256000
H 3130_SKF,PO11_PO06130300566,PO11,PO06130300566,7511_75067602256000,7511,75067602256000
H 3132_SKF,7560_75067602632224,7560,75067602632224,PO11_PO06130300567,PO11,PO06130300567
AHX 2310_SKF,7811_78067619810000,7811,78067619810000,PO11_PO06130301048,PO11,PO06130301048
603_LOCTITE,7811_78065306000041,7811,78065306000041,PO11_PO06130354509,PO11,PO06130354509
3307 A_SKF,7813_78060610730000,7813,78060610730000,PO11_PO06131330113,PO11,PO06131330113
7308 BECBP_SKF,7812_78060606308554,7812,78060606308554,PO11_PO06131330150,PO11,PO06131330150
7308 BECBP_SKF,7812_78060606308554,7812,78060606308554,PO21_PO06131330151,PO21,PO06131330151
7308 BECBP_SKF,PO11_PO06131330150,PO11,PO06131330150,PO21_PO06131330151,PO21,PO06131330151
7310 BECBP_SKF,7560_75060606310212,7560,75060606310212,PO11_PO06131330153,PO11,PO06131330153
7310 BECBP_SKF,7560_75060606310212,7560,75060606310212,PO21_PO06131330168,PO21,PO06131330168
7310 BECBP_SKF,PO11_PO06131330153,PO11,PO06131330153,PO21_PO06131330168,PO21,PO06131330168
7311 BECBP_SKF,7560_75060607311102,7560,75060607311102,PO11_PO06131330154,PO11,PO06131330154
7312 BECBP_SKF,7560_75060606312212,7560,75060606312212,PO11_PO06131330156,PO11,PO06131330156
7312 BECBP_SKF,7560_75060606312212,7560,75060606312212,PO21_PO06131330954,PO21,PO06131330954
7312 BECBP_SKF,PO11_PO06131330156,PO11,PO06131330156,PO21_PO06131330954,PO21,PO06131330954
7318 BECBP_SKF,7560_75060606318212,7560,75060606318212,PO11_PO06131330164,PO11,PO06131330164
16012_SKF,7813_78060620096245,7813,78060620096245,PO11_PO06131330512,PO11,PO06131330512
16012_SKF,7813_78060620096245,7813,78060620096245,PO21_PO06131330953,PO21,PO06131330953
16012_SKF,PO11_PO06131330512,PO11,PO06131330512,PO21_PO06131330953,PO21,PO06131330953
6004-2Z_SKF,7560_75060622604104,7560,75060622604104,PO11_PO06131330618,PO11,PO06131330618
6004-2Z_SKF,7560_75060622604104,7560,75060622604104,7511_75060621901100,7511,75060621901100
6004-2Z_SKF,7560_75060622604104,7560,75060622604104,PO21_PO06131330968,PO21,PO06131330968
6004-2Z_SKF,PO11_PO06131330618,PO11,PO06131330618,7511_75060621901100,7511,75060621901100
6004-2Z_SKF,PO11_PO06131330618,PO11,PO06131330618,PO21_PO06131330968,PO21,PO06131330968
6004-2Z_SKF,7511_75060621901100,7511,75060621901100,PO21_PO06131330968,PO21,PO06131330968
6011_SKF,7813_78060617011000,7813,78060617011000,PO11_PO06131330622,PO11,PO06131330622
6014_SKF,7811_78060626034000,7811,78060626034000,PO11_PO06131330623,PO11,PO06131330623
6012_SKF,7811_78060626032000,7811,78060626032000,PO11_PO06131330625,PO11,PO06131330625
6201-2Z_SKF,7560_75060624301999,7560,75060624301999,PO11_PO06131330627,PO11,PO06131330627
6202-2Z_SKF,7560_75060624302999,7560,75060624302999,PO11_PO06131330629,PO11,PO06131330629
6202-2Z_SKF,7560_75060624302999,7560,75060624302999,7511_75060621902100,7511,75060621902100
6202-2Z_SKF,PO11_PO06131330629,PO11,PO06131330629,7511_75060621902100,7511,75060621902100
6203-2Z/C3_SKF,7560_75060624703999,7560,75060624703999,PO11_PO06131330631,PO11,PO06131330631
6204-2Z_SKF,7560_75060624304999,7560,75060624304999,PO11_PO06131330633,PO11,PO06131330633
6205-2Z_SKF,7560_75060624305999,7560,75060624305999,PO11_PO06131330634,PO11,PO06131330634
6205-2Z_SKF,7560_75060624305999,7560,75060624305999,7511_75060621905000,7511,75060621905000
6205-2Z_SKF,7560_75060624305999,7560,75060624305999,PO21_PO06131330967,PO21,PO06131330967
6205-2Z_SKF,PO11_PO06131330634,PO11,PO06131330634,7511_75060621905000,7511,75060621905000
6205-2Z_SKF,PO11_PO06131330634,PO11,PO06131330634,PO21_PO06131330967,PO21,PO06131330967
6205-2Z_SKF,7511_75060621905000,7511,75060621905000,PO21_PO06131330967,PO21,PO06131330967
6017-2Z_SKF,7812_78060620617561,7812,78060620617561,PO11_PO06131330636,PO11,PO06131330636
6206-Z_SKF,7560_75060624206999,7560,75060624206999,PO11_PO06131330637,PO11,PO06131330637
6206-Z_SKF,7560_75060624206999,7560,75060624206999,7511_75060621710900,7511,75060621710900
6206-Z_SKF,PO11_PO06131330637,PO11,PO06131330637,7511_75060621710900,7511,75060621710900
6206-2Z_SKF,7560_75060624306999,7560,75060624306999,PO11_PO06131330638,PO11,PO06131330638
6207-2Z_SKF,7560_75060624307999,7560,75060624307999,PO11_PO06131330640,PO11,PO06131330640
6207-2Z_SKF,7560_75060624307999,7560,75060624307999,7511_75060621906300,7511,75060621906300
6207-2Z_SKF,PO11_PO06131330640,PO11,PO06131330640,7511_75060621906300,7511,75060621906300
6209_SKF,7813_78060617109000,7813,78060617109000,PO11_PO06131330644,PO11,PO06131330644
6212-Z_SKF,7560_75060624212999,7560,75060624212999,PO11_PO06131330648,PO11,PO06131330648
6212-Z_SKF,7560_75060624212999,7560,75060624212999,7511_75060621711500,7511,75060621711500
6212-Z_SKF,PO11_PO06131330648,PO11,PO06131330648,7511_75060621711500,7511,75060621711500
6213-2Z/C3_SKF,7560_75060624713999,7560,75060624713999,PO11_PO06131330651,PO11,PO06131330651
6213-2Z/C3_SKF,7560_75060624713999,7560,75060624713999,7511_75060622408400,7511,75060622408400
6213-2Z/C3_SKF,PO11_PO06131330651,PO11,PO06131330651,7511_75060622408400,7511,75060622408400
6218/C3_SKF,7560_75060624418152,7560,75060624418152,PO11_PO06131330652,PO11,PO06131330652
6218/C3_SKF,7560_75060624418152,7560,75060624418152,7511_75060622218460,7511,75060622218460
6218/C3_SKF,PO11_PO06131330652,PO11,PO06131330652,7511_75060622218460,7511,75060622218460
6213/C3_SKF,7560_75060625713111,7560,75060625713111,PO11_PO06131330655,PO11,PO06131330655
6213/C3_SKF,7560_75060625713111,7560,75060625713111,PO21_PO06131330978,PO21,PO06131330978
6213/C3_SKF,PO11_PO06131330655,PO11,PO06131330655,PO21_PO06131330978,PO21,PO06131330978
6303-2Z_SKF,7560_75060625703999,7560,75060625703999,PO11_PO06131330658,PO11,PO06131330658
6305_SKF,7560_75060625505999,7560,75060625505999,PO11_PO06131330660,PO11,PO06131330660
6305_SKF,7560_75060625505999,7560,75060625505999,PO21_PO06131330913,PO21,PO06131330913
6305_SKF,PO11_PO06131330660,PO11,PO06131330660,PO21_PO06131330913,PO21,PO06131330913
6305-2Z_SKF,7560_75060625705999,7560,75060625705999,PO11_PO06131330661,PO11,PO06131330661
6306_SKF,7560_75060625506999,7560,75060625506999,PO11_PO06131330663,PO11,PO06131330663
6309-Z_SKF,7811_78060626539000,7811,78060626539000,PO11_PO06131330674,PO11,PO06131330674
6309-2Z_SKF,7560_75060625709999,7560,75060625709999,PO11_PO06131330675,PO11,PO06131330675
6310_SKF,7560_75060625510102,7560,75060625510102,PO11_PO06131330677,PO11,PO06131330677
6310_SKF,7560_75060625510102,7560,75060625510102,7511_75060621641100,7511,75060621641100
6310_SKF,PO11_PO06131330677,PO11,PO06131330677,7511_75060621641100,7511,75060621641100
6310-2Z_SKF,7560_75060625710999,7560,75060625710999,PO11_PO06131330678,PO11,PO06131330678
6310-2Z_SKF,7560_75060625710999,7560,75060625710999,7511_75060621940000,7511,75060621940000
6310-2Z_SKF,PO11_PO06131330678,PO11,PO06131330678,7511_75060621940000,7511,75060621940000
6312_SKF,7560_75060625512999,7560,75060625512999,PO11_PO06131330681,PO11,PO06131330681
6313_SKF,7560_75060625513245,7560,75060625513245,PO11_PO06131330684,PO11,PO06131330684
6313_SKF,7560_75060625513245,7560,75060625513245,7511_75060621642120,7511,75060621642120
